type,name
Grass, Parasect
Colorless, Furret
Grass, Ariados
Fighting, Rhydon
Fighting, Brock's Sandshrew
Fire, Arcanine
Fire, Charmeleon
Fighting, Terrakion
Water, Manaphy
Water, Dewgong
Water, Clauncher
Lightning, Shinx
Psychic, Gastly
Psychic, Sigilyph
Water, Tentacool
Fire, Dark Typhlosion
Fire, Brock's Vulpix
Psychic, Garbodor
Water, Feebas
Grass, Erika's Bellsprout
Water, Hydreigon
Fighting, Dark Scizor
Psychic, Unown [G]
Water, Dark Croconaw
Grass, Erika's Exeggcute
Grass, Dark Forretress
Water, Garchomp
Water, Black Kyurem-EX
Water, Light Piloswine
Grass, Parasect
Grass, Vespiquen
Grass, Caterpie
Fire, Light Flareon
Fighting, Light Machoke
Grass, Cherrim
Grass, Erika's Tangela
Grass, Leavanny
Water, Light Vaporeon
Lightning, Mareep
Lightning, Lt. Surge's Magnemite
Grass, Gulpin
Lightning, Lt. Surge's Voltorb
Colorless, Jigglypuff
Colorless, Tornadus
Grass, Bellossom
Fighting, Steelix
Grass, Maractus
Fighting, Phanpy
Colorless, Clefairy
Fire, Quilava
Psychic, Xatu
Colorless, Ho-oh
Lightning, Raikou
Colorless, Jigglypuff
Water, Misty's Horsea
Water, Misty's Poliwag
Grass, Foongus
Psychic, Lampent
Colorless, Snubbull
Grass, Amoonguss
Fighting, Nosepass
Psychic, Murkrow
Psychic, Smoochum
Water, Misty's Shellder
Colorless, Snubbull
Fighting, Probopass
Lightning, Minun
Fighting, Anorith
Fighting, Croagunk
Psychic, Sabrina's Drowzee
Grass, Bulbasaur
Lightning, Plusle
Fire, Litwick
Lightning, Surfing Pikachu
Fighting, Hitmontop
Fire, Monferno
Colorless, Blissey
Water, Tentacool
Psychic, Yveltal BREAK
Fighting, Hitmonchan
Grass, Zubat
Fire, Growlithe
Psychic, Croagunk
Fire, Infernape
Fighting, M Steelix-EX
Fighting, Groudon ex
Water, Kyogre ex
Lightning, Pikachu
Psychic, Ralts
Water, Poliwrath
Water, Tentacool
Fire, Victini-EX
Fighting, Regirock ex
Water, Feraligatr
Psychic, Kirlia
Psychic, Meloetta-EX
Fighting, Registeel ex
Fire, Pansear
Fire, Simisear
Grass, Vileplume ex
Psychic, Deoxys Normal Forme
Fire, Heatmor
Fighting, Groudon
Water, Lugia LEGEND
Grass, Pinsir
Water, Froslass
Psychic, Trubbish
Lightning, Voltorb
Colorless, Azumarill
Grass, Bellossom
Colorless, Dragonair
Colorless, Pidgeotto
Psychic, Espeon
Fighting, Scizor
Water, Articuno-EX
Grass, Kricketot
Fire, Heatran
Fighting, Rockruff
Water, Swinub
Grass, Amoonguss
Psychic, Giratina ◇
Colorless, Xerneas
Fighting, Beldum
Psychic, Mismagius
Fire, Growlithe
Water, Mamoswine
Psychic, Sableye
Lightning, Rotom
Psychic, Cresselia
Lightning, Luxray
Water, Lombre
Fire, Arcanine
Fire, Moltres
Psychic, Misdreavus
Grass, Tropius
Colorless, Rayquaza
Water, Vanillish
Water, Vanilluxe
Water, Deino
Fire, Litwick
Psychic, Skuntank
Water, Jellicent
Lightning, Magnezone
Fire, Chandelure
Water, Lapras
Psychic, Murkrow
Colorless, Ambipom
Grass, Yanmega
Lightning, Magnezone
Water, Simipour
Water, Crawdaunt
Lightning, Zapdos-EX
Lightning, Galvantula
Psychic, Zubat
Colorless, Braviary
Water, Frillish
Psychic, Darkrai ◇
Fighting, Hitmonlee
Psychic, Deoxys Attack Forme
Water, Jellicent
Psychic, Crobat
Colorless, Togepi
Psychic, Deoxys Defense Forme
Fighting, Heatran
Psychic, Deoxys Speed Forme
Psychic, Giratina
Psychic, Trubbish
Colorless, Rayquaza & Deoxys LEGEND
Psychic, Jirachi
Fire, Magmortar
Psychic, Mesprit
Psychic, Garbodor
Psychic, Mismagius
Psychic, Elgyem
Psychic, Elgyem
Psychic, Kadabra
Psychic, Beheeyem
Water, Cubchoo
Fire, Arcanine
Water, Kyurem-EX
Psychic, Crobat
Water, Glalie
Grass, Kricketune
Water, Gyarados
Lightning, Raichu
Water, Walrein
Colorless, Girafarig
Fighting, Graveler
Water, Quagsire
Psychic, Wobbuffet
Grass, Treecko
Colorless, Delcatty
Lightning, Blitzle
Grass, Kakuna
Grass, Surskit
Lightning, Ampharos
Fighting, Machoke
Lightning, Zebstrika
Lightning, Emolga
Colorless, Staraptor
Lightning, Dedenne
Colorless, Mr. Mime
Psychic, Exeggutor
Water, Magikarp
Lightning, Zekrom
Lightning, Zekrom-EX
Psychic, Muk
Colorless, M Gardevoir-EX
Water, Feraligatr
Colorless, Porygon
Psychic, Ralts
Psychic, Abra
Water, Blastoise
Water, Lapras
Psychic, Gardevoir
Fighting, Gastrodon West Sea
Fire, Ho-Oh
Colorless, Lickilicky
Grass, Ledian
Colorless, Persian
Lightning, Raikou
Grass, Metapod
Psychic, Absol
Colorless, Blissey
Psychic, Jynx
Colorless, Pidgeot
Lightning, Pikachu
Fire, Ponyta
Psychic, Sharpedo
Water, Corsola
Water, Delibird
Water, Cloyster
Psychic, Unown O
Lightning, Flaaffy
Colorless, Dunsparce
Grass, Heracross
Psychic, Sableye
Psychic, Unown N
Colorless, Miltank
Grass, Burmy Trash Cloak
Psychic, Duskull
Lightning, Electabuzz
Grass, Hoppip
Water, Lotad
Fire, Quilava
Fighting, Infernape
Water, Lumineon
Fighting, Magnezone
Grass, Chikorita
Colorless, Clefairy
Colorless, Girafarig
Water, Abomasnow
Fighting, Torterra
Grass, Hoppip
Lightning, Mareep
Colorless, Meowth
Psychic, Gengar
Fighting, Machamp
Grass, Paras
Psychic, Roserade
Colorless, Salamence
Grass, Scizor
Water, Bibarel
Psychic, Kirlia
Colorless, Sentret
Water, Slowpoke
Grass, Sunkern
Psychic, Tyranitar
Water, Totodile
Fighting, Onix
Colorless, Farfetch'd
Psychic, Haunter
Fighting, Magneton
Fighting, Machoke
Psychic, Bronzor
Grass, Combee
Lightning, Pikachu
Lightning, Ampharos
Fighting, Donphan
Psychic, Absol G
Grass, Meganium
Fire, Charizard
Fire, Typhlosion
Fire, Ho-Oh LEGEND
Psychic, Dusknoir FB
Fire, Arcanine G
Psychic, Chimecho
Water, Empoleon FB
Water, Lugia LEGEND
Psychic, Medicham
Grass, Parasect
Psychic, Roserade C
Fighting, Mawile
Psychic, Sableye G
Fighting, Pancham
Fighting, Zygarde
Grass, Cherrim
Psychic, Drifblim
Fighting, Breloom
Grass, Carnivine
Lightning, Electrode
Grass, Dark Celebi
Fighting, Donphan
Fighting, Rhydon
Psychic, Gardevoir
Lightning, Zapdos
Water, Milotic
Fire, Moltres
Psychic, Darmanitan
Fire, Houndoom
Fighting, Lucario
Lightning, Electabuzz
Fighting, Sudowoodo
Grass, Heracross
Psychic, Elgyem
Psychic, Beheeyem
Water, Castform Snow-cloud Form
Fire, Castform Sunny Form
Fighting, Medicham
Water, Milotic
Fighting, Hippopotas
Fighting, Machamp
Fire, Magcargo
Grass, Bellossom
Psychic, Chimecho
Fighting, Metang
Fighting, Hippowdon
Water, Walrein
Psychic, Umbreon ex
Fighting, Mienfoo
Psychic, Unown
Psychic, Unown
Psychic, Unown
Psychic, Shiftry
Psychic, Unown
Psychic, Unown
Water, Palkia-GX
Psychic, Unown
Water, Relicanth
Psychic, Scraggy
Psychic, Unown
Psychic, Unown
Fighting, Bronzong
Psychic, Unown W
Fire, Sunny Castform
Water, Milotic C
Fighting, Beldum
Grass, Treecko
Grass, Tropius
Fighting, Baltoy
Colorless, Jigglypuff
Colorless, Wigglytuff
Colorless, Regigigas-EX
Colorless, Castform
Fighting, Claydol
Psychic, Hoopa-EX
Colorless, Gardevoir-EX
Colorless, Igglybuff
Psychic, Hoopa-EX
Grass, Golbat
Colorless, Minccino
Fire, M Blaziken-EX
Colorless, Cinccino
Grass, Celebi
Psychic, Darkrai
Lightning, Lanturn
Water, Luvdisc
Fire, Moltres
Colorless, Loudred
Fighting, Machoke
Fighting, Medicham
Grass, Shaymin-EX
Psychic, Nuzleaf
Water, Kyurem-EX
Psychic, Metang
Psychic, Slowking
Fighting, Steelix
Water, Octillery
Psychic, Mewtwo-EX
Fighting, Lucario
Psychic, Chandelure
Fighting, Primeape
Grass, Vileplume
Lightning, Zapdos
Fire, Salandit
Fighting, Nosepass
Fire, Heatran
Fighting, Probopass
Grass, Sceptile
Water, Golduck
Colorless, Spinda
Fighting, Whiscash
Lightning, Zapdos G
Fighting, Aerodactyl
Fighting, Bronzong
Psychic, Gengar
Grass, Swalot
Fighting, Bronzong
Fighting, Bronzor
Fighting, Graveler
Grass, Chikorita
Psychic, Alakazam
Water, Blastoise
Fire, Charizard
Psychic, Mr. Mime
Grass, Venomoth
Water, Dewgong
Colorless, Doduo
Colorless, Dratini
Grass, Nidorino
Colorless, Tauros
Grass, Weepinbell
Fire, Charmander
Fighting, Cubone
Lightning, Magneton
Grass, Nidoking
Fire, Arcanine
Fire, Charmeleon
Water, Dewgong
Water, Totodile
Psychic, Scrafty
Fighting, Klink
Colorless, Lillipup
Colorless, Stoutland
Fire, Vulpix
Fighting, Hitmontop
Grass, Surskit
Grass, Shaymin
Grass, Cottonee
Fire, Charmeleon
Fire, Charizard
Fire, Numel
Fire, Victini
Fighting, Sandshrew
Fighting, Gligar
Fighting, Trapinch
Fighting, Crustle
Fighting, Mienfoo
Fighting, Mienfoo
Psychic, Liepard
Fighting, Skarmory
Water, Flygon
Water, Black Kyurem-EX
Colorless, Raticate
Colorless, Farfetch'd
Lightning, Charmander δ
Psychic, Golurk
Water, Altaria
Grass, Chikorita
Grass, Bayleef
Fire, Ninetales ex
Psychic, Drowzee
Psychic, Trubbish
Psychic, Doublade
Psychic, Nuzleaf
Psychic, Shiftry
Fighting, Metagross ex
Fighting, Scizor-EX
Colorless, Spritzee
Colorless, Aromatisse
Colorless, Ho-Oh-EX
Colorless, Wigglytuff ex
Fighting, Armaldo δ
Water, M Gyarados-EX
Psychic, Espeon-EX
Colorless, Ho-Oh-EX
Grass, Parasect
Grass, Chespin
Fighting, Conkeldurr
Psychic, Deoxys δ
Water, M Glalie-EX
Water, Simipour
Water, Vanillish
Water, Vanilluxe
Lightning, Pikachu
Lightning, Raichu
Grass, Flygon δ
Lightning, Gyarados δ
Lightning, Magnezone
Lightning, Stunfisk
Lightning, Dedenne
Psychic, M Mewtwo-EX
Psychic, Ralts
Lightning, Kabutops δ
Psychic, Beheeyem
Fighting, Marowak BREAK
Fighting, Gallade
Fighting, Bronzor
Colorless, Snubbull
Colorless, Flabébé
Fire, Kingdra δ
Fire, Latias δ
Water, Latios δ
Colorless, Starly
Colorless, Staraptor
Colorless, Braviary
Grass, Tangrowth
Psychic, Mewtwo-EX
Psychic, M Mewtwo-EX
Psychic, Mewtwo-EX
Lightning, Pidgeot δ
Water, Corphish
Psychic, Vileplume δ
Psychic, Zoroark
Water, Azumarill
Water, Panpour
Lightning, Eelektross
Water, Latios δ
Psychic, Slowking
Psychic, Wobbuffet
Psychic, Duskull
Psychic, Sandygast
Fighting, Nosepass
Fire, Rayquaza δ
Fighting, Carbink
Psychic, Hydreigon
Water, Kyogre ex
Fighting, Groudon ex
Fire, Torkoal
Fighting, Lucario
Colorless, Kirlia
Fire, Aerodactyl δ
Lightning, Golduck δ
Grass, Treecko
Colorless, Bouffalant
Fire, Seadra δ
Grass, Vibrava δ
Fighting, Whiscash
Grass, Weedle
Grass, Kakuna
Fighting, Anorith δ
Fighting, Carvanha δ
Grass, Grovyle
Fighting, Exeggcute δ
Fire, Horsea δ
Lightning, Kabuto δ
Water, Mudkip
Fire, Mankey δ
Fire, Torchic
Psychic, Omanyte δ
Fire, Torchic
Grass, Treecko
Grass, Pansage
Lightning, Zekrom
Psychic, Elgyem
Fire, Torchic
Psychic, Liepard
Water, Black Kyurem-EX
Grass, Virizion
Fighting, Terrakion
Lightning, Pikachu
Psychic, Deoxys-EX
Colorless, Cleffa
Psychic, Scrafty
Fighting, Lucario
Grass, Leafeon
Psychic, Espeon
Colorless, Eevee
Water, Mudkip
Fire, Ho-Oh
Water, Kyogre
Psychic, Umbreon
Lightning, Ampharos
Fighting, Skarmory
Colorless, Granbull
Psychic, Mismagius
Psychic, Mr. Mime
Colorless, Pidgeot
Fighting, Skarmory
Psychic, Slowking
Psychic, Mew ex
Lightning, Jolteon
Grass, Chikorita
Psychic, Houndour
Psychic, Koffing
Lightning, Mareep
Fighting, Klang
Fighting, Meditite
Colorless, Pidgey
Water, Relicanth
Fire, Vulpix
Water, Palkia
Lightning, Raikou
Lightning, Pikachu Star
Psychic, Mightyena ex
Fire, Gyarados Star δ
Water, Marshtomp
Lightning, Pikachu
Water, Piloswine
Psychic, Mewtwo Star
Colorless, Meowth
Colorless, Latias
Colorless, Latios
Psychic, Misdreavus
Psychic, Pumpkaboo
Grass, Treecko
Fire, Torchic
Water, Mudkip
Colorless, Whismur
Fighting, Aggron
Psychic, Celebi
Fighting, Buzzwole-GX
Water, Ludicolo
Fighting, Nidoking
Psychic, Jirachi
Fighting, Aron
Fighting, Registeel
Fighting, Beldum
Fighting, Bronzong
Colorless, Ditto
Water, Kommo-o
Colorless, Miltank
Colorless, Swablu
Fighting, Dugtrio
Lightning, Electivire
Fighting, Metang
Fighting, Medicham
Grass, Kricketune
Psychic, Chimecho
Fighting, Machamp
Psychic, Nidoqueen
Psychic, Sharpedo
Water, Alolan Exeggutor-GX
Colorless, Flygon
Fighting, Dugtrio
Fire, Ludicolo δ
Water, Blastoise
Fighting, Combusken
Psychic, Grumpig
Water, Marshtomp
Colorless, Dragonair
Lightning, Electrode
Water, Lombre
Psychic, Nuzleaf
Colorless, Skitty
Psychic, Drifblim
Fighting, Mamoswine
Psychic, Skuntank
Fire, Heatran
Colorless, Regigigas
Fire, Charmander
Colorless, Jigglypuff
Grass, Celebi
Water, Suicune
Grass, Rowlet
Grass, Shiinotic
Colorless, Granbull
Colorless, Ribombee
Fighting, Lucario
Grass, Decidueye
Colorless, Kirlia
Colorless, Morelull
Grass, Sceptile-GX
Fire, Magcargo-GX
Fire, Moltres ex
Water, Articuno ex
Lightning, Zapdos ex
Fire, Typhlosion
Fire, Litten
Fire, Incineroar-GX
Water, Psyduck
Lightning, Charjabug
Psychic, Drowzee
Fighting, Pikachu δ
Fire, Arcanine
Psychic, Cosmoem
Fighting, Hariyama
Psychic, Sharpedo
Psychic, Krookodile
Fighting, Alolan Dugtrio
Colorless, Spinda
Colorless, Herdier
Colorless, Yungoos
Colorless, Stufful
Colorless, Bewear
Colorless, Oranguru
Psychic, Drifblim FB
Fighting, Primeape
Grass, Lurantis-GX
Psychic, Lunala-GX
Water, Kyogre ex
Water, Swampert
Fire, Magmar
Fire, Magmortar
Colorless, Tauros-GX
Fighting, Rhyperior
Water, Dewgong
Colorless, Dodrio
Psychic, Lunatone
Colorless, Garchomp C
Psychic, Solrock
Lightning, Electivire FB
Grass, Yanma
Psychic, Team Magma's Claydol
Lightning, Raichu
Lightning, Team Aqua's Manectric
Psychic, Dark Hypno
Fighting, Dark Marowak
Psychic, Rocket's Sneasel ex
Psychic, Rocket's Zapdos ex
Lightning, Raikou ex
Grass, Treecko Star
Lightning, Dark Magneton
Grass, Dark Weezing
Psychic, Mewtwo-GX
Fire, Dark Flareon
Colorless, Dark Persian
Fire, Dark Rapidash
Colorless, Delcatty
Fighting, Dialga
Fighting, Dialga
Fighting, Dialga G
Fire, Tepig
Colorless, Dark Raticate
Psychic, Skuntank G
Fighting, Bastiodon
Colorless, Blissey
Fighting, Dugtrio
Water, Golduck
Fire, Ninetales
Grass, Shaymin
Psychic, Toxicroak G
Psychic, Mismagius
Psychic, Seviper
Fighting, Shieldon
Water, Wartortle
Colorless, Eevee
Colorless, Chansey
Colorless, Dunsparce
Psychic, Grimer
Water, Piplup
Fire, Blaziken
Psychic, Giratina
Fighting, Marshtomp
Lightning, Electabuzz
Grass, Lotad
Colorless, Swablu
Lightning, Minun
Lightning, Plusle
Fighting, Donphan
Colorless, Deoxys δ
Fighting, Bastiodon
Lightning, Pachirisu
Fighting, Rampardos
Colorless, Starly
Lightning, Ampharos
Fighting, Gallade
Lightning, Flaaffy
Psychic, Kirlia
Fighting, Wormadam Sandy Cloak
Colorless, Spinda
Fire, Heatran
Water, Oshawott
Fighting, Probopass
Grass, Carnivine
Lightning, Luxio
Fire, Chimchar
Grass, Turtwig
Colorless, Garchomp
Water, Manaphy
Psychic, Croagunk
Fighting, Groudon ex
Colorless, Rayquaza ex
Psychic, Mew
Grass, Venomoth
Grass, Sewaddle
Grass, Ariados
Water, Feraligatr ex
Colorless, Lugia ex
Grass, Meganium ex
Fighting, Scizor ex
Fire, Typhlosion ex
Psychic, Tyranitar ex
Water, Suicune Star
Psychic, Unown
Psychic, Unown
Fire, Fletchinder
Psychic, Unown
Psychic, Unown
Water, Articuno
Fire, Rapidash
Water, Feraligatr
Water, Finneon
Grass, Ledyba
Grass, Heracross
Grass, Simisage
Grass, Dewpider
Grass, Araquanid
Fire, Heatmor
Water, Lumineon
Lightning, Manectric-EX
Fire, Ho-Oh-GX
Fire, Pansear
Fire, Charmander
Lightning, Joltik
Water, Alolan Vulpix
Water, Alolan Ninetales
Water, Horsea
Water, Seadra
Water, Magikarp
Fighting, Lycanroc
Lightning, Galvantula
Lightning, Helioptile
Water, Bruxish
Lightning, Pikachu
Lightning, Raichu
Lightning, Electabuzz
Lightning, Heliolisk
Psychic, Golbat
Lightning, Eelektrik
Lightning, Togedemaru
Psychic, Dusclops
Psychic, Croagunk
Psychic, Wobbuffet
Psychic, Swalot
Psychic, Whirlipede
Psychic, Scolipede
Psychic, Meowstic
Psychic, Palossand
Psychic, Lampent
Fighting, Rhyperior
Fighting, Solrock
Fighting, Riolu
Fighting, Crabominable
Fighting, Lycanroc
Psychic, Pumpkaboo
Psychic, Alolan Rattata
Psychic, Alolan Grimer
Psychic, Alolan Muk-GX
Fighting, Gligar
Psychic, Darkrai
Psychic, Inkay
Colorless, Gardevoir-GX
Fighting, Gliscor
Fighting, Boldore
Colorless, Shiinotic
Water, Zygarde
Colorless, Persian
Colorless, Porygon
Fighting, Gigalith
Colorless, Noibat
Colorless, Stufful
Psychic, Murkrow
Psychic, Poochyena
Fire, Salazzle-GX
Water, Horsea
Psychic, Mightyena
Psychic, Spiritomb
Fighting, Marshadow-GX
Psychic, Darkrai-GX
Psychic, Purrloin
Psychic, Malamar-EX
Grass, Tapu Bulu-GX
Fighting, Skarmory
Fighting, Bronzong
Fighting, Dialga-EX
Grass, Snivy
Psychic, Necrozma-GX
Fighting, Heatran
Psychic, Darkrai-GX
Water, Noivern-GX
Lightning, Zekrom
Fire, Tepig
Psychic, Zoroark
Colorless, Minccino
Colorless, Axew
Water, Ducklett
Psychic, Zoroark
Grass, Serperior
Fire, Emboar
Water, Samurott
Psychic, Scraggy
Colorless, Axew
Psychic, Litwick
Fire, Victini
Psychic, Meloetta
Fighting, Riolu
Colorless, Meowth
Fire, Reshiram-EX
Lightning, Zekrom-EX
Fire, Volcarona
Lightning, Thundurus
Fighting, Landorus
Water, Kyurem
Psychic, Darkrai-EX
Water, Rayquaza-EX
Grass, Lilligant
Psychic, Crobat
Colorless, Lillipup
Water, Empoleon
Water, Haxorus
Water, Black Kyurem
Water, Keldeo-EX
Water, White Kyurem-EX
Psychic, Drifblim
Colorless, Jigglypuff
Lightning, Ampharos
Fighting, Cobalion
Psychic, Darkrai
Psychic, Giratina
Psychic, Metagross
Lightning, Electrode
Lightning, Raichu
Fighting, Landorus
Water, Druddigon
Lightning, Thundurus-EX
Colorless, Lugia-EX
Colorless, Porygon-Z
Grass, Genesect
Fire, Flareon
Water, Vaporeon
Water, Glaceon
Psychic, Umbreon
Colorless, Tornadus-EX
Psychic, Mew
Grass, Genesect
Grass, Skiddo
Grass, Gogoat
Grass, Pheromosa
Fighting, Aegislash-EX
Grass, Scatterbug
Grass, Scatterbug
Grass, Spewpa
Water, Croconaw
Fire, Delphox
Fighting, Aegislash-EX
Fighting, Klefki
Fire, Fennekin
Fire, Pyroar
Fire, Fennekin
Water, Clawitzer
Colorless, Swirlix
Water, Bergmite
Water, Avalugg
Water, Clauncher
Lightning, Magnezone
Psychic, Rotom
Psychic, Espurr
Colorless, Slurpuff
Colorless, Dedenne
Lightning, Heliolisk
Water, Manaphy
Colorless, Diancie
Water, Sliggoo
Psychic, Malamar
Psychic, Hoopa
Lightning, Raichu-GX
Fighting, Cubone
Fighting, Barbaracle
Fighting, Tyrunt
Fighting, Tyrantrum
Fighting, Hawlucha
Colorless, Fearow
Fighting, Binacle
Colorless, Chansey
Colorless, Blissey
Fighting, Lycanroc
Colorless, Girafarig
Colorless, Loudred
Colorless, Floette
Colorless, Sylveon
Colorless, Exploud
Colorless, Regigigas
Colorless, Flabébé
Colorless, Florges
Water, Goodra
Colorless, Arceus ◇
Colorless, Bunnelby
Colorless, Diggersby
Water, Sliggoo
Colorless, Noivern
Colorless, Furfrou
Grass, Weepinbell
Psychic, M Gengar-EX
Psychic, Malamar-EX
Colorless, Florges-EX
Lightning, M Manectric-EX
Water, Ultra Necrozma-GX
Fighting, Dialga-EX
Grass, Cherrim
Colorless, Xerneas-GX
Grass, Venusaur
Fire, Ninetales
Fire, Heatran
Water, Starmie
Grass, Phantump
Fire, Chandelure
Water, Gyarados
Lightning, Pikachu
Lightning, Zapdos
Water, Delibird
Water, Carvanha
Water, Sharpedo
Water, Wailmer
Water, Vanillite
Psychic, Mewtwo
Psychic, Mew
Fighting, Diglett
Lightning, Alolan Geodude
Lightning, Helioptile
Psychic, Oricorio
Fighting, Lucario
Psychic, Skuntank
Fighting, Bastiodon
Psychic, Slowbro
Psychic, Garbodor
Psychic, Gothitelle
Colorless, Rattata
Colorless, Bibarel
Grass, Weedle
Grass, Tangrowth
Fighting, Machop
Fighting, Pancham
Colorless, Patrat
Grass, Sceptile
Fighting, Metang
Fighting, Probopass
Colorless, Clefable
Colorless, Sylveon-GX
Grass, Sceptile
Grass, Shroomish
Water, Jangmo-o
Colorless, Blissey
Colorless, Castform
Grass, Volbeat
Grass, Trevenant-EX
Colorless, Talonflame
Colorless, Bewear
Colorless, Komala
Fire, Ninetales
Fire, Magcargo
Psychic, Tapu Lele-GX
Fighting, Lycanroc-GX
Fire, Torchic
Fire, Torchic
Fire, Blaziken
Water, Primarina-GX
Water, Alolan Ninetales-GX
Fire, Camerupt-EX
Psychic, Toxapex-GX
Psychic, Tapu Lele-GX
Water, Seadra
Grass, Yanma
Grass, Roselia
Water, Mudkip
Grass, Yanmega
Water, Ludicolo
Water, Wailord-EX
Grass, Cherubi
Grass, Carnivine
Water, Piplup
Grass, Grotle
Grass, Cherrim
Water, Barboach
Grass, Araquanid
Fire, Magmar
Fire, Magmortar
Fire, Chimchar
Fire, Monferno
Grass, Dewpider
Water, Whiscash
Fire, Salazzle
Water, Alolan Sandshrew
Water, Alolan Sandslash
Water, Alolan Vulpix
Water, Piplup
Fire, Salandit
Water, Whiscash
Water, Corphish
Water, Milotic
Water, Frost Rotom
Water, Buizel
Water, Spheal
Water, Spheal
Water, Clamperl
Psychic, Drifblim
Lightning, Pachirisu
Psychic, Drifloon
Water, Huntail
Water, Gorebyss
Water, Kyogre
Water, Kyogre-EX
Water, Primal Kyogre-EX
Water, Manaphy
Lightning, Lanturn
Lightning, Electrike
Lightning, Electrike
Fighting, Alolan Dugtrio
Fighting, Alolan Diglett
Fighting, Magnezone
Lightning, Manectric
Lightning, Eelektrik
Lightning, Eelektrik
Psychic, Nidoran♀
Water, Alolan Exeggutor
Psychic, Nidoqueen
Psychic, Nidoqueen
Psychic, Tentacool
Colorless, Lickilicky
Colorless, Eevee
Colorless, Glameow
Psychic, Tentacruel
Fighting, Rhyperior
Colorless, Drampa
Fighting, Medicham
Lightning, Xurkitree-GX
Psychic, Dawn Wings Necrozma-GX
Water, Glaceon-GX
Fighting, Solrock
Water, Palkia-GX
Water, Dialga-GX
Grass, Scyther
Grass, Spinarak
Grass, Ariados
Grass, Treecko
Grass, Treecko
Grass, Grovyle
Grass, Sceptile
Lightning, Raikou
Fighting, Primal Groudon-EX
Fighting, Hippowdon
Grass, Surskit
Grass, Masquerain
Grass, Volbeat
Grass, Illumise
Psychic, Sharpedo-EX
Grass, Tropius
Fire, Slugma
Fire, Magcargo
Fire, Torchic
Fire, Torchic
Psychic, Crawdaunt
Fire, Torkoal
Fire, Oricorio
Water, Articuno-GX
Water, Mudkip
Water, Mudkip
Water, Swampert
Water, Lotad
Water, Lombre
Water, Ludicolo
Water, Wailmer
Water, Wailord
Water, Clamperl
Psychic, Hydreigon
Fighting, M Aggron-EX
Fighting, Honedge
Water, Luvdisc
Water, Regice
Water, Kyogre
Lightning, Voltorb
Fighting, Doublade
Lightning, Electrike
Lightning, Plusle
Lightning, Minun
Lightning, Oricorio
Grass, Gloom
Grass, Vileplume
Colorless, Gardevoir-EX
Psychic, Spoink
Psychic, Grumpig
Psychic, Lunatone
Psychic, Solrock
Colorless, M Gardevoir-EX
Water, Kingdra
Psychic, Deoxys
Psychic, Deoxys
Psychic, Deoxys
Colorless, Zigzagoon
Fighting, Phanpy
Fighting, Donphan
Fighting, Larvitar
Fighting, Pupitar
Fighting, Meditite
Colorless, Bunnelby
Fighting, Claydol
Fighting, Regirock
Fighting, Groudon
Fighting, Minior
Fire, Camerupt-EX
Water, Wailord-EX
Psychic, Tyranitar
Psychic, Sableye
Fighting, Steelix
Water, Bagon
Water, Primal Kyogre-EX
Psychic, Sharpedo-EX
Fighting, Beldum
Fighting, Beldum
Fighting, Metagross
Water, Bagon
Colorless, Gardevoir-EX
Psychic, Mew
Fighting, Solgaleo
Fighting, Celesteela
Fighting, Kartana
Fighting, Stakataka-GX
Colorless, Pidgeot
Fighting, Onix
Water, Latios ◇
Water, Rayquaza-GX
Colorless, Dunsparce
Colorless, Togepi
Colorless, Vigoroth
Colorless, Slaking
Colorless, Whismur
Colorless, Whismur
Colorless, Loudred
Grass, Ivysaur
Colorless, Kecleon
Colorless, Raticate
Grass, Ledyba
Colorless, Jigglypuff
Lightning, Electrode-GX
Psychic, Mr. Mime-GX
Grass, Butterfree
Fighting, Stakataka-GX
Water, Rayquaza-GX
Water, Tentacruel
Water, Marill
Water, Lapras
Lightning, Ampharos
Water, Wooper
Grass, Exeggutor
Psychic, Slowking
Lightning, Togedemaru
Water, Wartortle
Colorless, Lickitung
Grass, Vileplume
Psychic, Tapu Lele
Colorless, Xerneas-EX
Grass, Golisopod
Grass, Chespin
Fighting, Primeape
Fighting, Rockruff
Fire, Litten
Water, Seadra
Colorless, Snorlax-GX
Lightning, Togedemaru
Psychic, Mewtwo
Psychic, Zorua
Psychic, Marshadow
Lightning, Pikachu
Grass, Venusaur-EX
Fighting, Solgaleo-GX
Water, Tapu Fini
Psychic, Marshadow
Grass, Rowlet
Colorless, Bewear
Lightning, Ash's Pikachu
Lightning, Flying Pikachu
Fire, M Charizard-EX
Water, M Blastoise-EX
Water, Alolan Sandslash
Psychic, Oricorio
Lightning, Ash's Pikachu
Lightning, Ash's Pikachu
Water, Wooper
Grass, Dark Arbok
Water, Dark Blastoise
Colorless, Dark Dragonite
Fighting, Dark Dugtrio
Grass, Dark Golbat
Psychic, Dark Hypno
Lightning, Dark Magneton
Grass, Dark Vileplume
Psychic, Dark Alakazam
Grass, Dark Arbok
Colorless, Dark Dragonite
Water, Dark Gyarados
Fighting, Dark Machamp
Psychic, Mimikyu
Lightning, Tapu Koko
Lightning, Vikavolt
Fire, Dark Charmeleon
Colorless, Dark Dragonair
Grass, Dark Gloom
Lightning, Dark Jolteon
Psychic, Dark Kadabra
Grass, Dark Muk
Water, Dark Vaporeon
Water, Dark Wartortle
Water, Magikarp
Psychic, Abra
Fire, Charmander
Colorless, Dratini
Colorless, Eevee
